name zcmb zhel dz mb dmb x1 dx1 color dcolor 3rdvar d3rdvar cov_m_s cov_m_c cov_s_c set ra dec
2165 0.28631 0.28631 0.0 40.59945706234062 0.1504 0 0 0 0 0 0 0 0 0 0 0 0
2422 0.26318 0.26318 0.0 40.52490056284465 0.14295 0 0 0 0 0 0 0 0 0 0 0 0
2635 0.14167 0.14167 0.0 39.0423982904904 0.1047 0 0 0 0 0 0 0 0 0 0 0 0
2689 0.16053 0.16053 0.0 39.30996655192723 0.1156 0 0 0 0 0 0 0 0 0 0 0 0
2916 0.1229 0.1229 0.0 38.96721221491595 0.11665 0 0 0 0 0 0 0 0 0 0 0 0
2992 0.1262 0.1262 0.0 38.868505281391336 0.113 0 0 0 0 0 0 0 0 0 0 0 0
3080 0.17331 0.17331 0.0 39.44137883582049 0.09925 0 0 0 0 0 0 0 0 0 0 0 0
3087 0.16448 0.16448 0.0 39.54223847294389 0.1083 0 0 0 0 0 0 0 0 0 0 0 0
3317 0.16018 0.16018 0.0 39.614739362055396 0.11045 0 0 0 0 0 0 0 0 0 0 0 0
3377 0.24488 0.24488 0.0 40.5306491758341 0.1298 0 0 0 0 0 0 0 0 0 0 0 0
3451 0.24805 0.24805 0.0 40.223850640095925 0.13435 0 0 0 0 0 0 0 0 0 0 0 0
4046 0.27511 0.27511 0.0 40.60651776845812 0.15505 0 0 0 0 0 0 0 0 0 0 0 0
4241 0.33015 0.33015 0.0 41.335607187047145 0.1589 0 0 0 0 0 0 0 0 0 0 0 0
4679 0.3307 0.3307 0.0 41.03365766971779 0.1481 0 0 0 0 0 0 0 0 0 0 0 0
5103 0.1604 0.1604 0.0 39.432202347613924 0.10955 0 0 0 0 0 0 0 0 0 0 0 0
5533 0.21861 0.21861 0.0 40.2256644043582 0.13435 0 0 0 0 0 0 0 0 0 0 0 0
5549 0.12005 0.12005 0.0 38.612278104194715 0.1021 0 0 0 0 0 0 0 0 0 0 0 0
5635 0.17818 0.17818 0.0 39.62460095674049 0.1286 0 0 0 0 0 0 0 0 0 0 0 0
5957 0.279 0.279 0.0 40.28622015422004 0.13265 0 0 0 0 0 0 0 0 0 0 0 0
5994 0.18562 0.18562 0.0 39.5965665317936 0.1298 0 0 0 0 0 0 0 0 0 0 0 0
6057 0.06641 0.06641 0.0 37.32693638613162 0.1134 0 0 0 0 0 0 0 0 0 0 0 0
6108 0.25769 0.25769 0.0 40.342850024054854 0.14285 0 0 0 0 0 0 0 0 0 0 0 0
6196 0.27946 0.27946 0.0 40.94844506794574 0.1398 0 0 0 0 0 0 0 0 0 0 0 0
6315 0.2655 0.2655 0.0 40.408176654652905 0.1301 0 0 0 0 0 0 0 0 0 0 0 0
6422 0.18478 0.18478 0.0 39.672263243339664 0.1056 0 0 0 0 0 0 0 0 0 0 0 0
6558 0.05715 0.05715 0.0 37.03184853454591 0.1072 0 0 0 0 0 0 0 0 0 0 0 0
6924 0.32601 0.32601 0.0 41.31371743612986 0.1464 0 0 0 0 0 0 0 0 0 0 0 0
7147 0.10902 0.10902 0.0 38.33669962504277 0.10285 0 0 0 0 0 0 0 0 0 0 0 0
7243 0.20299 0.20299 0.0 40.10404964832645 0.1382 0 0 0 0 0 0 0 0 0 0 0 0
7779 0.37949 0.37949 0.0 41.48694496748001 0.1395 0 0 0 0 0 0 0 0 0 0 0 0
7847 0.21198 0.21198 0.0 39.92671785070205 0.12295 0 0 0 0 0 0 0 0 0 0 0 0
8495 0.21327 0.21327 0.0 40.12502748361439 0.1364 0 0 0 0 0 0 0 0 0 0 0 0
8921 0.14393 0.14393 0.0 39.15163778954846 0.113 0 0 0 0 0 0 0 0 0 0 0 0
9032 0.25218 0.25218 0.0 40.37166393961422 0.16095 0 0 0 0 0 0 0 0 0 0 0 0
9457 0.25641 0.25641 0.0 40.52112470344368 0.1749 0 0 0 0 0 0 0 0 0 0 0 0
9467 0.2186 0.2186 0.0 40.0565566308201 0.1685 0 0 0 0 0 0 0 0 0 0 0 0
12779 0.07883 0.07883 0.0 37.75720993378125 0.12205 0 0 0 0 0 0 0 0 0 0 0 0
12781 0.08328 0.08328 0.0 37.94494922332983 0.11605 0 0 0 0 0 0 0 0 0 0 0 0
12856 0.17008 0.17008 0.0 39.69167486516694 0.107 0 0 0 0 0 0 0 0 0 0 0 0
12881 0.23643 0.23643 0.0 40.1339231454375 0.14325 0 0 0 0 0 0 0 0 0 0 0 0
12883 0.30538 0.30538 0.0 41.36133485206479 0.19765 0 0 0 0 0 0 0 0 0 0 0 0
12898 0.08286 0.08286 0.0 37.650665834337204 0.1055 0 0 0 0 0 0 0 0 0 0 0 0
12927 0.18905 0.18905 0.0 39.75515140203786 0.1187 0 0 0 0 0 0 0 0 0 0 0 0
12950 0.08162 0.08162 0.0 37.88366829568603 0.10425 0 0 0 0 0 0 0 0 0 0 0 0
12972 0.25626 0.25626 0.0 40.552851542769545 0.16145 0 0 0 0 0 0 0 0 0 0 0 0
13005 0.12631 0.12631 0.0 38.740794127472775 0.13485 0 0 0 0 0 0 0 0 0 0 0 0
13038 0.1028 0.1028 0.0 38.319247325050554 0.1443 0 0 0 0 0 0 0 0 0 0 0 0
13044 0.1244 0.1244 0.0 38.7398076849742 0.1006 0 0 0 0 0 0 0 0 0 0 0 0
13136 0.37003 0.37003 0.0 41.32507107678888 0.1636 0 0 0 0 0 0 0 0 0 0 0 0
13152 0.20192 0.20192 0.0 40.02812144614946 0.11475 0 0 0 0 0 0 0 0 0 0 0 0
13254 0.18004 0.18004 0.0 39.708101019665676 0.14335 0 0 0 0 0 0 0 0 0 0 0 0
13411 0.16163 0.16163 0.0 39.31158217464983 0.1299 0 0 0 0 0 0 0 0 0 0 0 0
13578 0.22644 0.22644 0.0 40.33344805364636 0.141 0 0 0 0 0 0 0 0 0 0 0 0
13610 0.29649 0.29649 0.0 40.91085884918262 0.1446 0 0 0 0 0 0 0 0 0 0 0 0
13689 0.24999 0.24999 0.0 40.55513087451532 0.13305 0 0 0 0 0 0 0 0 0 0 0 0
13736 0.14864 0.14864 0.0 39.27150568814912 0.1063 0 0 0 0 0 0 0 0 0 0 0 0
13796 0.14711 0.14711 0.0 39.09464446689679 0.10335 0 0 0 0 0 0 0 0 0 0 0 0
14019 0.2149 0.2149 0.0 39.99725694266369 0.1483 0 0 0 0 0 0 0 0 0 0 0 0
14024 0.14462 0.14462 0.0 39.2446973668261 0.13965 0 0 0 0 0 0 0 0 0 0 0 0
14108 0.13226 0.13226 0.0 39.01314403059074 0.1333 0 0 0 0 0 0 0 0 0 0 0 0
14331 0.2195 0.2195 0.0 40.128581372033885 0.1346 0 0 0 0 0 0 0 0 0 0 0 0
14397 0.38447 0.38447 0.0 41.5361840257015 0.14945 0 0 0 0 0 0 0 0 0 0 0 0
14421 0.1742 0.1742 0.0 39.72112121443616 0.1115 0 0 0 0 0 0 0 0 0 0 0 0
14451 0.17772 0.17772 0.0 39.55371034089865 0.1224 0 0 0 0 0 0 0 0 0 0 0 0
14735 0.29911 0.29911 0.0 40.95941278108245 0.1301 0 0 0 0 0 0 0 0 0 0 0 0
14871 0.1187 0.1187 0.0 38.65367074708775 0.1339 0 0 0 0 0 0 0 0 0 0 0 0
14979 0.17685 0.17685 0.0 39.59139669649991 0.106 0 0 0 0 0 0 0 0 0 0 0 0
15057 0.24526 0.24526 0.0 40.6072016446119 0.1882 0 0 0 0 0 0 0 0 0 0 0 0
15129 0.1959 0.1959 0.0 39.95667958116528 0.11935 0 0 0 0 0 0 0 0 0 0 0 0
15161 0.24832 0.24832 0.0 40.5385020270798 0.1326 0 0 0 0 0 0 0 0 0 0 0 0
15213 0.30617 0.30617 0.0 41.15680134277481 0.16135 0 0 0 0 0 0 0 0 0 0 0 0
15219 0.24616 0.24616 0.0 40.412077338176005 0.13055 0 0 0 0 0 0 0 0 0 0 0 0
15234 0.13527 0.13527 0.0 39.06160736375437 0.1135 0 0 0 0 0 0 0 0 0 0 0 0
15259 0.21028 0.21028 0.0 39.98660518679401 0.1335 0 0 0 0 0 0 0 0 0 0 0 0
15287 0.23603 0.23603 0.0 40.34705014313096 0.12315 0 0 0 0 0 0 0 0 0 0 0 0
15301 0.17831 0.17831 0.0 39.61922946940041 0.1134 0 0 0 0 0 0 0 0 0 0 0 0
15354 0.22043 0.22043 0.0 40.15657981728624 0.15445 0 0 0 0 0 0 0 0 0 0 0 0
15383 0.31468 0.31468 0.0 41.1079612955325 0.1572 0 0 0 0 0 0 0 0 0 0 0 0
15421 0.1846 0.1846 0.0 39.62493464917746 0.1118 0 0 0 0 0 0 0 0 0 0 0 0
15440 0.2611 0.2611 0.0 40.84338546020865 0.13865 0 0 0 0 0 0 0 0 0 0 0 0
15443 0.18122 0.18122 0.0 39.566465666789384 0.10535 0 0 0 0 0 0 0 0 0 0 0 0
15456 0.38003 0.38003 0.0 41.30627206319518 0.1506 0 0 0 0 0 0 0 0 0 0 0 0
15461 0.1846 0.1846 0.0 39.84171931807567 0.1082 0 0 0 0 0 0 0 0 0 0 0 0
15467 0.20824 0.20824 0.0 40.10018579055629 0.12075 0 0 0 0 0 0 0 0 0 0 0 0
15583 0.17746 0.17746 0.0 39.7031859478201 0.12905 0 0 0 0 0 0 0 0 0 0 0 0
15776 0.31555 0.31555 0.0 41.11776722227753 0.15355 0 0 0 0 0 0 0 0 0 0 0 0
15868 0.24954 0.24954 0.0 40.441056829549886 0.1247 0 0 0 0 0 0 0 0 0 0 0 0
15901 0.20324 0.20324 0.0 39.83898525690087 0.11955 0 0 0 0 0 0 0 0 0 0 0 0
16021 0.12347 0.12347 0.0 38.77979643783193 0.10285 0 0 0 0 0 0 0 0 0 0 0 0
16032 0.20314 0.20314 0.0 39.86357536697059 0.12035 0 0 0 0 0 0 0 0 0 0 0 0
16073 0.15352 0.15352 0.0 39.38274723672796 0.10495 0 0 0 0 0 0 0 0 0 0 0 0
16093 0.33398 0.33398 0.0 41.139782517381164 0.1592 0 0 0 0 0 0 0 0 0 0 0 0
16099 0.19582 0.19582 0.0 39.762174683255395 0.1151 0 0 0 0 0 0 0 0 0 0 0 0
16106 0.24943 0.24943 0.0 40.39508424546539 0.14445 0 0 0 0 0 0 0 0 0 0 0 0
16116 0.1549 0.1549 0.0 39.34533897115438 0.1063 0 0 0 0 0 0 0 0 0 0 0 0
16165 0.15625 0.15625 0.0 39.250853276448105 0.12595 0 0 0 0 0 0 0 0 0 0 0 0
16206 0.15819 0.15819 0.0 39.24914829836695 0.12375 0 0 0 0 0 0 0 0 0 0 0 0
16211 0.309 0.309 0.0 41.01701361101793 0.19685 0 0 0 0 0 0 0 0 0 0 0 0
16213 0.24828 0.24828 0.0 40.46423918971101 0.1388 0 0 0 0 0 0 0 0 0 0 0 0
16281 0.18484 0.18484 0.0 39.656897400602666 0.1235 0 0 0 0 0 0 0 0 0 0 0 0
17168 0.18353 0.18353 0.0 39.64383744538647 0.1247 0 0 0 0 0 0 0 0 0 0 0 0
17215 0.18212 0.18212 0.0 39.716170865075576 0.13765 0 0 0 0 0 0 0 0 0 0 0 0
17218 0.17675 0.17675 0.0 39.426325795474426 0.129 0 0 0 0 0 0 0 0 0 0 0 0
17220 0.17748 0.17748 0.0 39.452396554721915 0.12115 0 0 0 0 0 0 0 0 0 0 0 0
17240 0.0718 0.0718 0.0 37.44168153677372 0.1254 0 0 0 0 0 0 0 0 0 0 0 0
17366 0.13796 0.13796 0.0 39.00777864258586 0.10475 0 0 0 0 0 0 0 0 0 0 0 0
17389 0.16941 0.16941 0.0 39.55357810561022 0.1317 0 0 0 0 0 0 0 0 0 0 0 0
17464 0.24527 0.24527 0.0 40.6174622862906 0.14705 0 0 0 0 0 0 0 0 0 0 0 0
17497 0.14406 0.14406 0.0 39.22118246411782 0.10485 0 0 0 0 0 0 0 0 0 0 0 0
17552 0.25163 0.25163 0.0 40.43955511314044 0.1462 0 0 0 0 0 0 0 0 0 0 0 0
17784 0.03743 0.03743 0.0 36.071483183333896 0.1166 0 0 0 0 0 0 0 0 0 0 0 0
17791 0.27716 0.27716 0.0 40.49385468623217 0.2055 0 0 0 0 0 0 0 0 0 0 0 0
17809 0.28712 0.28712 0.0 40.78420045488965 0.1491 0 0 0 0 0 0 0 0 0 0 0 0
17811 0.19845 0.19845 0.0 39.84899899758194 0.13895 0 0 0 0 0 0 0 0 0 0 0 0
17825 0.16031 0.16031 0.0 39.42388982942348 0.129 0 0 0 0 0 0 0 0 0 0 0 0
17875 0.21053 0.21053 0.0 39.90617806030709 0.15075 0 0 0 0 0 0 0 0 0 0 0 0
17884 0.23753 0.23753 0.0 40.39085919121604 0.1316 0 0 0 0 0 0 0 0 0 0 0 0
18030 0.15499 0.15499 0.0 39.483596736205925 0.11795 0 0 0 0 0 0 0 0 0 0 0 0
18241 0.0939 0.0939 0.0 38.125537215464504 0.14945 0 0 0 0 0 0 0 0 0 0 0 0
18323 0.15253 0.15253 0.0 39.31082272607734 0.11355 0 0 0 0 0 0 0 0 0 0 0 0
18325 0.25693 0.25693 0.0 40.61366574086885 0.1446 0 0 0 0 0 0 0 0 0 0 0 0
18466 0.21231 0.21231 0.0 39.99885852595769 0.1303 0 0 0 0 0 0 0 0 0 0 0 0
18486 0.24583 0.24583 0.0 40.43538932143637 0.13085 0 0 0 0 0 0 0 0 0 0 0 0
18602 0.13679 0.13679 0.0 39.01165845390545 0.11075 0 0 0 0 0 0 0 0 0 0 0 0
18617 0.32529 0.32529 0.0 41.114855586273656 0.1809 0 0 0 0 0 0 0 0 0 0 0 0
18697 0.10643 0.10643 0.0 38.349840670210824 0.10245 0 0 0 0 0 0 0 0 0 0 0 0
18721 0.4008 0.4008 0.0 41.628584763441694 0.1602 0 0 0 0 0 0 0 0 0 0 0 0
18749 0.1891 0.1891 0.0 39.838713035427254 0.13035 0 0 0 0 0 0 0 0 0 0 0 0
18804 0.19731 0.19731 0.0 40.03813916084051 0.1122 0 0 0 0 0 0 0 0 0 0 0 0
18809 0.12783 0.12783 0.0 38.97917182915975 0.132 0 0 0 0 0 0 0 0 0 0 0 0
18835 0.12291 0.12291 0.0 38.98388433964374 0.1033 0 0 0 0 0 0 0 0 0 0 0 0
18855 0.12687 0.12687 0.0 38.755501858285605 0.10365 0 0 0 0 0 0 0 0 0 0 0 0
18927 0.21311 0.21311 0.0 40.18484447703033 0.1429 0 0 0 0 0 0 0 0 0 0 0 0
18940 0.21075 0.21075 0.0 40.056670259491824 0.12695 0 0 0 0 0 0 0 0 0 0 0 0
18945 0.26826 0.26826 0.0 40.954110774709655 0.15275 0 0 0 0 0 0 0 0 0 0 0 0
18965 0.20431 0.20431 0.0 39.8583352946729 0.12435 0 0 0 0 0 0 0 0 0 0 0 0
19002 0.26991 0.26991 0.0 40.52807553869287 0.12695 0 0 0 0 0 0 0 0 0 0 0 0
19023 0.24162 0.24162 0.0 40.27305588298729 0.15175 0 0 0 0 0 0 0 0 0 0 0 0
19027 0.2908 0.2908 0.0 40.507400842635086 0.14645 0 0 0 0 0 0 0 0 0 0 0 0
19067 0.35306 0.35306 0.0 41.22320866105759 0.1515 0 0 0 0 0 0 0 0 0 0 0 0
19128 0.28509 0.28509 0.0 40.65226389295315 0.15435 0 0 0 0 0 0 0 0 0 0 0 0
19230 0.21929 0.21929 0.0 40.152155499013766 0.1534 0 0 0 0 0 0 0 0 0 0 0 0
19282 0.17537 0.17537 0.0 39.6372189426854 0.1249 0 0 0 0 0 0 0 0 0 0 0 0
19341 0.23517 0.23517 0.0 40.57181414975216 0.1458 0 0 0 0 0 0 0 0 0 0 0 0
19353 0.15298 0.15298 0.0 39.37629532000678 0.1096 0 0 0 0 0 0 0 0 0 0 0 0
19425 0.20982 0.20982 0.0 39.931378605661536 0.1584 0 0 0 0 0 0 0 0 0 0 0 0
19596 0.29121 0.29121 0.0 40.687078741151744 0.1501 0 0 0 0 0 0 0 0 0 0 0 0
19632 0.31353 0.31353 0.0 41.07879641139935 0.14945 0 0 0 0 0 0 0 0 0 0 0 0
19775 0.13672 0.13672 0.0 38.85882724713945 0.1138 0 0 0 0 0 0 0 0 0 0 0 0
19794 0.29532 0.29532 0.0 41.209182242045095 0.1925 0 0 0 0 0 0 0 0 0 0 0 0
19818 0.30369 0.30369 0.0 41.085177433927655 0.135 0 0 0 0 0 0 0 0 0 0 0 0
19913 0.20532 0.20532 0.0 39.90729483455943 0.1351 0 0 0 0 0 0 0 0 0 0 0 0
19953 0.12175 0.12175 0.0 38.57151135519172 0.09805 0 0 0 0 0 0 0 0 0 0 0 0
19969 0.17424 0.17424 0.0 39.728741047593545 0.11045 0 0 0 0 0 0 0 0 0 0 0 0
19990 0.24862 0.24862 0.0 40.41754510677532 0.13995 0 0 0 0 0 0 0 0 0 0 0 0
20039 0.2453 0.2453 0.0 40.57540306377294 0.14105 0 0 0 0 0 0 0 0 0 0 0 0
20084 0.13816 0.13816 0.0 38.84712995662345 0.1169 0 0 0 0 0 0 0 0 0 0 0 0
20088 0.24288 0.24288 0.0 40.3062428389524 0.1175 0 0 0 0 0 0 0 0 0 0 0 0
20111 0.24237 0.24237 0.0 40.37235088599151 0.15195 0 0 0 0 0 0 0 0 0 0 0 0
20142 0.31437 0.31437 0.0 41.01838253699132 0.137 0 0 0 0 0 0 0 0 0 0 0 0
20227 0.2754 0.2754 0.0 40.61533115392313 0.153 0 0 0 0 0 0 0 0 0 0 0 0
20245 0.30004 0.30004 0.0 40.99487601305968 0.15885 0 0 0 0 0 0 0 0 0 0 0 0
20364 0.21735 0.21735 0.0 39.94040917582884 0.15665 0 0 0 0 0 0 0 0 0 0 0 0
20581 0.20311 0.20311 0.0 39.92684185880446 0.12555 0 0 0 0 0 0 0 0 0 0 0 0
20687 0.19005 0.19005 0.0 39.804422282934766 0.1552 0 0 0 0 0 0 0 0 0 0 0 0
21006 0.29003 0.29003 0.0 40.89067385602858 0.15315 0 0 0 0 0 0 0 0 0 0 0 0
21033 0.22796 0.22796 0.0 40.32985688029866 0.15045 0 0 0 0 0 0 0 0 0 0 0 0
21042 0.31032 0.31032 0.0 40.80201448026281 0.15795 0 0 0 0 0 0 0 0 0 0 0 0
21062 0.13712 0.13712 0.0 38.84076613415358 0.11415 0 0 0 0 0 0 0 0 0 0 0 0
21502 0.08798 0.08798 0.0 38.129319493518516 0.1066 0 0 0 0 0 0 0 0 0 0 0 0
722 0.08534 0.08534 0.0 37.95883658853267 0.1057 0 0 0 0 0 0 0 0 0 0 0 0
762 0.19024 0.19024 0.0 39.699627926582096 0.11825 0 0 0 0 0 0 0 0 0 0 0 0
774 0.09278 0.09278 0.0 38.28343945625864 0.109 0 0 0 0 0 0 0 0 0 0 0 0
1032 0.12891 0.12891 0.0 38.88690070140692 0.12795 0 0 0 0 0 0 0 0 0 0 0 0
1253 0.26136 0.26136 0.0 40.74245556076707 0.15835 0 0 0 0 0 0 0 0 0 0 0 0
2017 0.26132 0.26132 0.0 40.56741461623367 0.17885 0 0 0 0 0 0 0 0 0 0 0 0
2246 0.1957 0.1957 0.0 40.12207529513673 0.12925 0 0 0 0 0 0 0 0 0 0 0 0
2308 0.14723 0.14723 0.0 39.39603248163975 0.1218 0 0 0 0 0 0 0 0 0 0 0 0
2330 0.21154 0.21154 0.0 39.997133361867476 0.1818 0 0 0 0 0 0 0 0 0 0 0 0
2372 0.17972 0.17972 0.0 39.76272636170298 0.11325 0 0 0 0 0 0 0 0 0 0 0 0
2440 0.1907 0.1907 0.0 39.870860371430574 0.11925 0 0 0 0 0 0 0 0 0 0 0 0
2533 0.3385 0.3385 0.0 41.418362412388355 0.1618 0 0 0 0 0 0 0 0 0 0 0 0
2561 0.11762 0.11762 0.0 38.55736872128733 0.10595 0 0 0 0 0 0 0 0 0 0 0 0
2789 0.28854 0.28854 0.0 40.9115966451511 0.1639 0 0 0 0 0 0 0 0 0 0 0 0
2943 0.26377 0.26377 0.0 40.74432644917548 0.15695 0 0 0 0 0 0 0 0 0 0 0 0
3199 0.24931 0.24931 0.0 40.19252819192953 0.1409 0 0 0 0 0 0 0 0 0 0 0 0
3452 0.22939 0.22939 0.0 40.0875435561836 0.1271 0 0 0 0 0 0 0 0 0 0 0 0
3592 0.08575 0.08575 0.0 37.72998696878778 0.10035 0 0 0 0 0 0 0 0 0 0 0 0
4000 0.27631 0.27631 0.0 40.64097600337488 0.19055 0 0 0 0 0 0 0 0 0 0 0 0
4577 0.36165 0.36165 0.0 41.481570714641265 0.1645 0 0 0 0 0 0 0 0 0 0 0 0
5391 0.30006 0.30006 0.0 41.14436617734274 0.16525 0 0 0 0 0 0 0 0 0 0 0 0
5395 0.11659 0.11659 0.0 38.64694375200332 0.1036 0 0 0 0 0 0 0 0 0 0 0 0
5550 0.15474 0.15474 0.0 39.46920472058553 0.1045 0 0 0 0 0 0 0 0 0 0 0 0
5717 0.2501 0.2501 0.0 40.265534525949356 0.13225 0 0 0 0 0 0 0 0 0 0 0 0
5736 0.25149 0.25149 0.0 40.245931302498605 0.1266 0 0 0 0 0 0 0 0 0 0 0 0
5751 0.12941 0.12941 0.0 38.87512845669643 0.1075 0 0 0 0 0 0 0 0 0 0 0 0
5844 0.30894 0.30894 0.0 41.03358291367951 0.1693 0 0 0 0 0 0 0 0 0 0 0 0
6137 0.29859 0.29859 0.0 40.87858103662661 0.1633 0 0 0 0 0 0 0 0 0 0 0 0
6192 0.27057 0.27057 0.0 40.29128102947315 0.169 0 0 0 0 0 0 0 0 0 0 0 0
6249 0.29318 0.29318 0.0 40.82580946982876 0.1437 0 0 0 0 0 0 0 0 0 0 0 0
6304 0.18988 0.18988 0.0 39.62903779177841 0.1185 0 0 0 0 0 0 0 0 0 0 0 0
6406 0.12368 0.12368 0.0 38.84438110771616 0.1022 0 0 0 0 0 0 0 0 0 0 0 0
6649 0.31262 0.31262 0.0 41.05044338471217 0.14295 0 0 0 0 0 0 0 0 0 0 0 0
6699 0.3088 0.3088 0.0 40.82151661589183 0.15525 0 0 0 0 0 0 0 0 0 0 0 0
6780 0.20244 0.20244 0.0 39.86606131034551 0.13765 0 0 0 0 0 0 0 0 0 0 0 0
6933 0.21139 0.21139 0.0 39.90553290787064 0.1276 0 0 0 0 0 0 0 0 0 0 0 0
6936 0.1787 0.1787 0.0 39.63195536737274 0.1152 0 0 0 0 0 0 0 0 0 0 0 0
7143 0.30317 0.30317 0.0 41.053172002188006 0.13765 0 0 0 0 0 0 0 0 0 0 0 0
7473 0.21432 0.21432 0.0 39.9448893276214 0.1308 0 0 0 0 0 0 0 0 0 0 0 0
7475 0.32007 0.32007 0.0 41.12521652588894 0.1358 0 0 0 0 0 0 0 0 0 0 0 0
7512 0.21791 0.21791 0.0 40.038427640899954 0.14225 0 0 0 0 0 0 0 0 0 0 0 0
7876 0.07523 0.07523 0.0 37.556627109079656 0.10185 0 0 0 0 0 0 0 0 0 0 0 0
8046 0.2574 0.2574 0.0 40.50228670883068 0.15 0 0 0 0 0 0 0 0 0 0 0 0
8213 0.18446 0.18446 0.0 39.57935124860731 0.13065 0 0 0 0 0 0 0 0 0 0 0 0
8719 0.11639 0.11639 0.0 38.578910157003364 0.10185 0 0 0 0 0 0 0 0 0 0 0 0
10028 0.06481 0.06481 0.0 37.16776812283216 0.1109 0 0 0 0 0 0 0 0 0 0 0 0
10434 0.10298 0.10298 0.0 38.55566349784607 0.103 0 0 0 0 0 0 0 0 0 0 0 0
10805 0.04437 0.04437 0.0 36.45618025195779 0.11995 0 0 0 0 0 0 0 0 0 0 0 0
12843 0.16576 0.16576 0.0 39.376089416726415 0.12155 0 0 0 0 0 0 0 0 0 0 0 0
12853 0.16799 0.16799 0.0 39.51880755632832 0.1219 0 0 0 0 0 0 0 0 0 0 0 0
12855 0.17043 0.17043 0.0 39.510823950584374 0.14255 0 0 0 0 0 0 0 0 0 0 0 0
12860 0.12029 0.12029 0.0 38.686583107778574 0.11295 0 0 0 0 0 0 0 0 0 0 0 0
12928 0.13855 0.13855 0.0 39.12043193310639 0.1308 0 0 0 0 0 0 0 0 0 0 0 0
12971 0.23353 0.23353 0.0 40.39696039996156 0.1527 0 0 0 0 0 0 0 0 0 0 0 0
12977 0.24615 0.24615 0.0 40.331544407929215 0.14645 0 0 0 0 0 0 0 0 0 0 0 0
13025 0.22259 0.22259 0.0 40.0761254582108 0.1546 0 0 0 0 0 0 0 0 0 0 0 0
13045 0.17893 0.17893 0.0 39.60853701855669 0.1225 0 0 0 0 0 0 0 0 0 0 0 0
13070 0.19694 0.19694 0.0 39.602196033136586 0.1167 0 0 0 0 0 0 0 0 0 0 0 0
13072 0.22889 0.22889 0.0 40.01514573417442 0.14355 0 0 0 0 0 0 0 0 0 0 0 0
13099 0.26419 0.26419 0.0 40.80969206245604 0.1665 0 0 0 0 0 0 0 0 0 0 0 0
13135 0.1034 0.1034 0.0 38.52829319952412 0.1007 0 0 0 0 0 0 0 0 0 0 0 0
13305 0.21313 0.21313 0.0 40.02972207330081 0.12325 0 0 0 0 0 0 0 0 0 0 0 0
13354 0.1568 0.1568 0.0 39.39377432322905 0.1104 0 0 0 0 0 0 0 0 0 0 0 0
13506 0.24317 0.24317 0.0 40.42773969056116 0.15475 0 0 0 0 0 0 0 0 0 0 0 0
13511 0.23823 0.23823 0.0 40.771019635467326 0.14335 0 0 0 0 0 0 0 0 0 0 0 0
13641 0.20827 0.20827 0.0 40.152610585514594 0.1319 0 0 0 0 0 0 0 0 0 0 0 0
13655 0.25085 0.25085 0.0 40.43413841962036 0.1659 0 0 0 0 0 0 0 0 0 0 0 0
13727 0.2251 0.2251 0.0 40.068458667217755 0.12955 0 0 0 0 0 0 0 0 0 0 0 0
13757 0.28707 0.28707 0.0 40.55688896921094 0.14295 0 0 0 0 0 0 0 0 0 0 0 0
13830 0.32944 0.32944 0.0 41.15798969706567 0.14295 0 0 0 0 0 0 0 0 0 0 0 0
13835 0.24575 0.24575 0.0 40.3126208952114 0.1225 0 0 0 0 0 0 0 0 0 0 0 0
13894 0.11981 0.11981 0.0 38.50032502187489 0.142 0 0 0 0 0 0 0 0 0 0 0 0
13934 0.32891 0.32891 0.0 40.989384546281606 0.20955 0 0 0 0 0 0 0 0 0 0 0 0
14157 0.21037 0.21037 0.0 39.89894457118274 0.1203 0 0 0 0 0 0 0 0 0 0 0 0
14212 0.20284 0.20284 0.0 40.137911136471516 0.1164 0 0 0 0 0 0 0 0 0 0 0 0
14261 0.28403 0.28403 0.0 40.88045173480171 0.13635 0 0 0 0 0 0 0 0 0 0 0 0
14284 0.18046 0.18046 0.0 39.6616177900532 0.10565 0 0 0 0 0 0 0 0 0 0 0 0
14298 0.26043 0.26043 0.0 40.77208301981645 0.1521 0 0 0 0 0 0 0 0 0 0 0 0
14437 0.14774 0.14774 0.0 39.1982517001206 0.1023 0 0 0 0 0 0 0 0 0 0 0 0
14456 0.32753 0.32753 0.0 40.9950204649762 0.13855 0 0 0 0 0 0 0 0 0 0 0 0
14481 0.24177 0.24177 0.0 40.604501671482225 0.1569 0 0 0 0 0 0 0 0 0 0 0 0
14846 0.22308 0.22308 0.0 40.23949409879512 0.1281 0 0 0 0 0 0 0 0 0 0 0 0
14984 0.18261 0.18261 0.0 39.54789480269797 0.1376 0 0 0 0 0 0 0 0 0 0 0 0
15132 0.15286 0.15286 0.0 39.25078506240301 0.10245 0 0 0 0 0 0 0 0 0 0 0 0
15171 0.13806 0.13806 0.0 38.94212137542121 0.10245 0 0 0 0 0 0 0 0 0 0 0 0
15201 0.2071 0.2071 0.0 39.734550236807 0.18575 0 0 0 0 0 0 0 0 0 0 0 0
15203 0.20291 0.20291 0.0 40.05433006412142 0.1209 0 0 0 0 0 0 0 0 0 0 0 0
15222 0.19777 0.19777 0.0 40.12720769963805 0.129 0 0 0 0 0 0 0 0 0 0 0 0
